step,epoch,batch,train_loss
811,3,29,0.8843531012535095
812,3,30,0.9077916145324707
813,3,31,0.6351576447486877
814,3,32,0.7361845374107361
815,3,33,0.8635076284408569
816,3,34,0.6603001356124878
817,3,35,0.8735741376876831
818,3,36,0.7039886116981506
819,3,37,0.7580857872962952
820,3,38,1.0880533456802368
821,3,39,0.83744877576828
822,3,40,0.9415469765663147
823,3,41,0.7982994914054871
824,3,42,0.8277289271354675
825,3,43,0.8928877711296082
826,3,44,1.058932900428772
827,3,45,0.9078442454338074
828,3,46,0.7956950664520264
829,3,47,0.9332171082496643
830,3,48,0.9180493950843811
831,3,49,0.8624650835990906
832,3,50,1.0058298110961914
833,3,51,0.7697159647941589
834,3,52,0.9943183064460754
835,3,53,0.8892924189567566
836,3,54,0.965877115726471
837,3,55,0.8449690341949463
838,3,56,0.7835787534713745
839,3,57,0.7628320455551147
840,3,58,0.9429648518562317
841,3,59,1.0794700384140015
842,3,60,0.8065778613090515
843,3,61,0.8896118402481079
844,3,62,0.8530477285385132
845,3,63,1.0509586334228516
846,3,64,0.7525453567504883
847,3,65,0.9567968845367432
848,3,66,0.850793719291687
849,3,67,1.0443893671035767
850,3,68,0.8790158033370972
851,3,69,0.8839268088340759
852,3,70,0.8065023422241211
853,3,71,0.93083256483078
854,3,72,0.864470899105072
855,3,73,0.8845533132553101
856,3,74,0.8027592301368713
857,3,75,0.825062096118927
858,3,76,0.7911937832832336
859,3,77,0.8885146379470825
860,3,78,0.9348469972610474
861,3,79,0.979206383228302
862,3,80,0.7463855147361755
863,3,81,0.8335224390029907
864,3,82,0.8936127424240112
865,3,83,0.8937068581581116
866,3,84,0.8697946667671204
867,3,85,0.7439197897911072
868,3,86,0.7970672845840454
869,3,87,0.9558210372924805
870,3,88,0.9162403345108032
871,3,89,0.8633522987365723
872,3,90,0.8702975511550903
873,3,91,0.8349711894989014
874,3,92,0.808570921421051
875,3,93,0.8465748429298401
876,3,94,0.6764864921569824
877,3,95,0.8564635515213013
878,3,96,0.7059320211410522
879,3,97,0.7538481950759888
880,3,98,0.8694409132003784
881,3,99,0.8516397476196289
882,3,100,0.8123740553855896
883,3,101,0.8710066080093384
884,3,102,0.8968959450721741
885,3,103,0.7907416224479675
886,3,104,0.6955269575119019
887,3,105,0.8315501809120178
888,3,106,0.775750458240509
889,3,107,0.9499605894088745
890,3,108,0.9516744613647461
891,3,109,0.9333587288856506
892,3,110,0.7241199016571045
893,3,111,0.6581665277481079
894,3,112,0.8158683180809021
895,3,113,0.7844827175140381
896,3,114,0.7590013742446899
897,3,115,0.8278173208236694
898,3,116,0.7774729132652283
899,3,117,0.8319835662841797
900,3,118,0.7690403461456299
901,3,119,0.9179316759109497
902,3,120,0.8291590809822083
903,3,121,0.7470860481262207
904,3,122,0.8094517588615417
905,3,123,0.9659177660942078
906,3,124,0.9047704339027405
907,3,125,1.0246148109436035
908,3,126,0.8145478367805481
909,3,127,0.9388444423675537
910,3,128,0.8904391527175903
911,3,129,0.9035437107086182
912,3,130,1.1413309574127197
913,3,131,0.9061974287033081
914,3,132,0.9080294966697693
915,3,133,0.8025000691413879
916,3,134,0.8239295482635498
917,3,135,0.742295503616333
918,3,136,0.8015373945236206
919,3,137,0.7085522413253784
920,3,138,0.8376716375350952
921,3,139,0.8089442849159241
922,3,140,0.9492009878158569
923,3,141,0.8579506278038025
924,3,142,0.9047690033912659
925,3,143,0.7822452783584595
926,3,144,0.6774739027023315
927,3,145,0.8245793581008911
928,3,146,0.6905924081802368
929,3,147,0.9354996681213379
930,3,148,0.7262035012245178
931,3,149,0.7906786799430847
932,3,150,0.7909741401672363
933,3,151,0.7697364687919617
934,3,152,0.7581852078437805
935,3,153,0.7340582609176636
936,3,154,0.8292763233184814
937,3,155,0.7583737373352051
938,3,156,0.8206073045730591
939,3,157,0.8467841148376465
940,3,158,0.8549835085868835
941,3,159,0.773637056350708
942,3,160,0.9254807233810425
943,3,161,0.8232633471488953
944,3,162,0.7510166764259338
